X,Y,Z,formation
14666398.04,4523057.44,-6337.68,fracture
14666791.28,4523066.39,-6315.66,fracture
14669258.4,4523070.81,-6354.48,fracture
14666593.54,4523075.02,-6318.72,fracture
14669947.94,4523081.95,-6350.11,fracture
14667262.13,4523086.08,-6318.19,fracture
14667746.63,4523109.21,-6324.06,fracture
14668722.38,4523105.02,-6326.4,fracture
14666002.79,4523121.22,-6334.05,fracture
14666039.75,4523122.42,-6339.96,fracture
14667478.16,4523115.59,-6329.48,fracture
14668112.84,4523135.93,-6351.97,fracture
14668148.83,4523134.32,-6342.95,fracture
14666746.34,4523137.27,-6308,fracture
14667136.82,4523133.75,-6346.67,fracture
14667290.82,4523131.92,-6322.26,fracture
14670187.78,4523155.49,-6357.05,fracture
14668895.06,4523176.17,-6357.93,fracture
14669952.35,4523180.74,-6329.46,fracture
14667606.54,4523169.94,-6322,fracture
14668368.29,4523201.71,-6340.63,fracture
14668959.86,4523208.16,-6327.51,fracture
14668160.04,4523213.96,-6325.18,fracture
14667360.12,4523212.05,-6346.72,fracture
14667394.75,4523229.59,-6341.34,fracture
14668266.05,4523243.8,-6334.8,fracture
14666645,4523241.73,-6319.67,fracture
14665899.39,4523258,-6336.43,fracture
14667178.98,4523244.56,-6315.46,fracture
14668183.26,4523278.67,-6344.91,fracture
14668118.09,4523281.56,-6322.5,fracture
14667520,4523271.14,-6332.65,fracture
14667585.93,4523275.32,-6329.39,fracture
14666671.71,4523293.39,-6309.69,fracture
14666905.21,4523288.97,-6321.34,fracture
14668472.22,4523305.58,-6348.84,fracture
14667240.34,4523294.77,-6332.88,fracture
14667399.34,4523298.85,-6322.35,fracture
14669270.75,4523318.2,-6337.96,fracture
14665641.32,4523316.61,-6319.52,fracture
14667187.02,4523311.33,-6343.93,fracture
14667366.49,4523310.88,-6320.25,fracture
14667445.71,4523302.38,-6318.1,fracture
14668330.29,4523323.18,-6337.57,fracture
14666543.74,4523317.7,-6336.75,fracture
14667249.22,4523319.58,-6343.14,fracture
14668597.42,4523338.87,-6359.53,fracture
14667182.61,4523326.82,-6321.34,fracture
14668680.06,4523357.97,-6340.68,fracture
14666224.82,4523350.1,-6304.29,fracture
14666262.67,4523362.97,-6325.38,fracture
14667552.52,4523367.59,-6315.29,fracture
14667112.74,4523375.61,-6323.04,fracture
14667298.9,4523381.2,-6322.95,fracture
14666411.33,4523395.51,-6311.88,fracture
14667894.19,4523406.56,-6346.51,fracture
14666524.5,4523407.04,-6309.07,fracture
14668159.12,4523434.31,-6330.79,fracture
14668172.38,4523436.87,-6325.74,fracture
14666755.78,4523427.16,-6325.7,fracture
14666817.45,4523432.29,-6323.84,fracture
14668114.58,4523450.62,-6319.48,fracture
14666748,4523440.46,-6303.04,fracture
14667556.37,4523437.41,-6328.79,fracture
14668093.27,4523496.44,-6342.87,fracture
14667106.52,4523494.3,-6339.44,fracture
14668472.29,4523504.28,-6337.97,fracture
14670115.09,4523505.24,-6337.32,fracture
14667415.52,4523494.79,-6335.98,fracture
14667723.85,4523492.96,-6334.49,fracture
14666628.87,4523514.78,-6327.84,fracture
14666832.26,4523516.32,-6323.06,fracture
14666940.29,4523516.47,-6322.41,fracture
14669999.55,4523529.06,-6340.11,fracture
14668011.79,4523547.23,-6314.96,fracture
14668582.78,4523560.71,-6340.17,fracture
14669046.44,4523556.76,-6351.96,fracture
14668119.26,4523568.38,-6343.14,fracture
14667552.59,4523553.32,-6318.15,fracture
14668692.4,4523578.53,-6347.56,fracture
14665456.12,4523573.25,-6333.51,fracture
14667418.99,4523570.81,-6332.85,fracture
14669673.84,4523587.94,-6350.63,fracture
14667106.34,4523588.32,-6319.49,fracture
14667674.2,4523587.6,-6339.15,fracture
14667758.19,4523582.04,-6318.96,fracture
14666077.86,4523603.26,-6339.17,fracture
14668733.77,4523610.68,-6355.1,fracture
14668214.27,4523629.72,-6339.8,fracture
14668088.96,4523644.77,-6339.62,fracture
14668118.35,4523645.46,-6318.2,fracture
14668636.68,4523635.82,-6330.35,fracture
14668643.77,4523637.36,-6351.93,fracture
14666391.29,4523637.33,-6339.73,fracture
14668101.94,4523668.65,-6331.83,fracture
14666987.56,4523662.65,-6309.11,fracture
14667531.16,4523670.1,-6310.36,fracture
14668993.08,4523685.19,-6325.41,fracture
14666984.42,4523688.04,-6340.66,fracture
14668066.63,4523710.15,-6334.62,fracture
14669621.52,4523707.8,-6338.26,fracture
14667744.84,4523697.39,-6329.57,fracture
14669042.52,4523716.19,-6324.57,fracture
14668516.65,4523724.69,-6327.32,fracture
14669163.22,4523736.13,-6321,fracture
14666734.37,4523735.85,-6304.76,fracture
14668392.75,4523748.04,-6330.87,fracture
14669274.69,4523742.01,-6354,fracture
14668060.95,4523761.57,-6328.66,fracture
14668202.79,4523762.07,-6336.49,fracture
14668652.9,4523756.11,-6346.69,fracture
14667310.44,4523762.44,-6317.03,fracture
14668211.68,4523803.62,-6347.06,fracture
14667550.7,4523800.09,-6329.63,fracture
14668392.17,4523819.95,-6323.81,fracture
14669191.93,4523818.94,-6333.33,fracture
14666248.83,4523824.46,-6315.15,fracture
14666620.12,4523820.7,-6321.4,fracture
14667010.32,4523821.29,-6320.2,fracture
14668251.88,4523837.13,-6341.38,fracture
14668916.07,4523846.16,-6335.38,fracture
14667616.84,4523841.09,-6345.77,fracture
14666739.21,4523865.93,-6332.43,fracture
14667501.47,4523857.33,-6309.22,fracture
14668603.1,4523880.13,-6351.15,fracture
14667566.96,4523865.23,-6311.1,fracture
14668177.43,4523890.08,-6318.11,fracture
14667600.81,4523876.82,-6341.96,fracture
14667969.36,4523876.51,-6348.07,fracture
14668191.47,4523911.26,-6337.73,fracture
14665958.26,4523907.12,-6330.67,fracture
14666216.11,4523901.61,-6325.25,fracture
14667592.06,4523898.18,-6344.93,fracture
14668453.26,4523933.1,-6316.92,fracture
14668339.5,4523947.21,-6340.35,fracture
14667627.04,4523954.92,-6323.3,fracture
14668313.79,4523994.55,-6342.88,fracture
14668576.72,4523980.81,-6322.18,fracture
14666596.68,4523987.38,-6339.52,fracture
14667780.23,4523971.63,-6311.29,fracture
14668469.18,4523994.89,-6331.52,fracture
14667606.97,4523988.67,-6325.47,fracture
14668040.96,4523985.02,-6333.32,fracture
14669086.03,4524004.62,-6341.15,fracture
14666861.67,4524002.82,-6336.61,fracture
14668341.64,4524018.44,-6347.73,fracture
14666451.59,4524025,-6323.43,fracture
14667361.44,4524019.75,-6331.51,fracture
14667442,4524019.98,-6341.64,fracture
14669218.33,4524036.7,-6354.37,fracture
14668273.72,4524051.19,-6331.25,fracture
14667709.58,4524038.77,-6322.9,fracture
14667717.44,4524033.5,-6318.62,fracture
14669585.47,4524061.04,-6329.35,fracture
14667844.1,4524063.84,-6326.03,fracture
14668689.27,4524080.85,-6320.23,fracture
14667022.82,4524080.35,-6347.89,fracture
14665848.26,4524092.37,-6321.86,fracture
14668751.73,4524102.42,-6339.72,fracture
14669069.03,4524102.86,-6343.46,fracture
14669755.47,4524090.75,-6333.15,fracture
14665874.7,4524099.26,-6344.64,fracture
14667564.08,4524094.78,-6321.89,fracture
14668280.13,4524122.15,-6348.64,fracture
14669318.71,4524112.54,-6346.9,fracture
14668102.31,4524131.05,-6350.55,fracture
14667197.83,4524160.04,-6337.61,fracture
14667793.23,4524173.8,-6339.07,fracture
14668305.74,4524198.47,-6333.14,fracture
14667657.13,4524186.6,-6321.7,fracture
14668763.12,4524229.66,-6325.58,fracture
14668771.27,4524224.71,-6343.7,fracture
14668341.67,4524266.38,-6354,fracture
14668693.69,4524252.38,-6355.44,fracture
14668948.39,4524268.9,-6341.33,fracture
14667336.63,4524260.29,-6326.31,fracture
14667985.46,4524253.99,-6352.42,fracture
14668144.78,4524275.64,-6336.91,fracture
14668629.73,4524308.97,-6335.72,fracture
14665741.93,4524309.02,-6323.49,fracture
14667320.87,4524300.3,-6324.23,fracture
14668117.53,4524294.4,-6344.73,fracture
14667214.89,4524309.65,-6352.3,fracture
14668281.35,4524322.06,-6346.62,fracture
14668891.24,4524326.05,-6340.66,fracture
14667724.72,4524316.79,-6314.64,fracture
14668754.52,4524351.54,-6348.27,fracture
14668178.47,4524340.22,-6339.81,fracture
14668388.96,4524368.38,-6348.79,fracture
14668660.75,4524362.37,-6343.73,fracture
14667247.97,4524363.32,-6340.09,fracture
14667893.25,4524361.38,-6354.07,fracture
14668531.67,4524383.1,-6351.52,fracture
14668941.65,4524382.38,-6340.94,fracture
14667840.07,4524400.02,-6331.93,fracture
14668078.61,4524388.9,-6356.32,fracture
14667066.42,4524421.44,-6340.56,fracture
14668815.31,4524425.54,-6354.27,fracture
14668788.14,4524433.89,-6338.24,fracture
14667214.97,4524446.35,-6323.85,fracture
14668551.98,4524474.85,-6331.22,fracture
14667876.65,4524453.22,-6335.55,fracture
14668163.85,4524453.85,-6343.27,fracture
14668512.51,4524489.44,-6363.27,fracture
14667767.05,4524476.16,-6312.59,fracture
14668062.18,4524491.65,-6336.61,fracture
14668491.73,4524517.84,-6349.49,fracture
14667305.5,4524533.14,-6329.34,fracture
14668286.12,4524523.35,-6331.94,fracture
14667597.64,4524542.06,-6319.36,fracture
14667064.37,4524562.27,-6356.87,fracture
14667351.29,4524589.17,-6327.46,fracture
14667323.39,4524596.81,-6329.7,fracture
14667731.64,4524596.35,-6318.19,fracture
14668296.89,4524589.84,-6327.18,fracture
14667168.05,4524638.37,-6325.13,fracture
14668177.92,4524623.81,-6319.94,fracture
14667616.51,4524693.3,-6331.19,fracture
14667555.47,4524705.4,-6336.1,fracture
14666968.75,4524722.08,-6329.87,fracture
14667728.63,4524729.96,-6315.17,fracture
14668005.6,4524707.81,-6352.19,fracture
14666706.1,4524764.22,-6358.21,fracture
14667109.32,4524864.84,-6333.08,fracture
14666538.36,4524902.89,-6334.06,fracture
14666154.02,4524970.39,-6336.25,fracture
14669329.1,4520827.57,-6398.82,fracture
14669062.11,4520892.33,-6407.65,fracture
14668273.21,4520973.9,-6373.07,fracture
14669029.23,4520971.13,-6409.68,fracture
14668394.8,4521062.53,-6396.82,fracture
14669717.59,4521087.97,-6378.07,fracture
14669217.18,4521114.24,-6398.68,fracture
14669331.53,4521144.94,-6409.86,fracture
14667941.1,4521181.12,-6379.86,fracture
14669018.1,4521199.39,-6381.57,fracture
14669032.84,4521222.74,-6385.6,fracture
14667883.05,4521249.92,-6382.64,fracture
14669791.41,4521262.58,-6404.52,fracture
14667404.77,4521301.75,-6383.63,fracture
14667834.78,4521281.64,-6394.65,fracture
14667610.37,4521335.42,-6405.18,fracture
14669810.51,4521327.34,-6369.99,fracture
14667340.09,4521347.21,-6375.4,fracture
14668126.61,4521346.65,-6393.54,fracture
14667236.47,4521368.44,-6395.34,fracture
14667322.74,4521358.68,-6377.68,fracture
14667783.25,4521349.49,-6379.26,fracture
14667885.28,4521358.51,-6389.53,fracture
14667677.77,4521395.72,-6379.02,fracture
14667687.89,4521394.82,-6380.08,fracture
14667691.24,4521400.41,-6389.2,fracture
14668620.65,4521404.77,-6395.47,fracture
14667187.48,4521422.15,-6394.06,fracture
14667149.8,4521439.13,-6381.91,fracture
14667812.17,4521454.2,-6398.74,fracture
14667691.83,4521473.65,-6407.64,fracture
14667299.57,4521491.99,-6369.63,fracture
14667635.65,4521483.43,-6406.38,fracture
14668949.98,4521484.28,-6392.35,fracture
14667423.9,4521507.84,-6401.57,fracture
14668029.85,4521499.3,-6378.39,fracture
14667400.68,4521532,-6375.2,fracture
14666854.24,4521534.44,-6382.2,fracture
14667499.64,4521541.19,-6380.59,fracture
14667172.22,4521568.71,-6364.83,fracture
14667279.65,4521571.17,-6377.76,fracture
14667171.47,4521576.68,-6370.68,fracture
14669407.24,4521600,-6376.38,fracture
14667413.28,4521617.13,-6378.07,fracture
14666973.46,4521615.57,-6366.43,fracture
14667179.18,4521638.67,-6361.72,fracture
14667495.42,4521674.41,-6394.63,fracture
14667224.74,4521688.84,-6384.23,fracture
14666569.13,4521682.18,-6395.19,fracture
14666734.83,4521681.18,-6381.13,fracture
14669637.88,4521688.71,-6373.91,fracture
14667892.95,4521699.06,-6395.44,fracture
14668041.88,4521705.66,-6380.47,fracture
14667990.35,4521717.86,-6394.95,fracture
14666419.73,4521711.64,-6398.95,fracture
14666535.29,4521752.14,-6374.32,fracture
14669679.23,4521762.62,-6390.55,fracture
14667361.1,4521780.75,-6354.64,fracture
14666145.45,4521808.93,-6387.14,fracture
14667400.11,4521824.55,-6373.79,fracture
14667810.09,4521838.08,-6390.24,fracture
14666989.88,4521825.78,-6357.29,fracture
14667531.04,4521848.45,-6390.16,fracture
14667728.74,4521854.69,-6392.32,fracture
14668422.97,4521856.37,-6379.48,fracture
14666923.42,4521846.64,-6373.18,fracture
14666954.9,4521843.13,-6356.92,fracture
14667717.82,4521870.88,-6372.66,fracture
14667798.51,4521869.67,-6401.07,fracture
14666987.2,4521857.4,-6356.12,fracture
14667909.56,4521871.57,-6373.43,fracture
14666022.25,4521900.06,-6379.46,fracture
14666850.7,4521898.74,-6365.26,fracture
14666933.63,4521910.34,-6370.14,fracture
14667341.88,4521934.44,-6357.93,fracture
14667827.95,4521938.36,-6379.2,fracture
14665764.05,4521944.33,-6398.9,fracture
14668345.97,4521941.28,-6390.09,fracture
14666571.6,4521963.31,-6385.49,fracture
14668449.77,4521988.95,-6373.31,fracture
14667378.65,4522027.02,-6375.14,fracture
14666352.68,4522031.85,-6398.08,fracture
14667778.33,4522051,-6396,fracture
14667599.12,4522056.01,-6376.47,fracture
14669615.89,4522051.51,-6362.79,fracture
14667635.31,4522069.52,-6395.45,fracture
14666183.38,4522070.62,-6377.5,fracture
14667403.61,4522097.12,-6370.07,fracture
14668763.96,4522088.87,-6376.05,fracture
14666900.57,4522090.71,-6372.71,fracture
14669563.12,4522122.38,-6395.1,fracture
14666538.44,4522124.49,-6370.09,fracture
14668657.82,4522134.18,-6386.19,fracture
14667414.34,4522148.31,-6372.78,fracture
14665278.14,4522148.04,-6372,fracture
14666500.05,4522163.19,-6392.31,fracture
14666734.72,4522164.64,-6367.88,fracture
14667393.14,4522186.91,-6359.62,fracture
14667677.62,4522176.92,-6381.01,fracture
14665588.35,4522176.16,-6396.56,fracture
14666918.62,4522165.42,-6363.45,fracture
14666967.11,4522192.23,-6352.15,fracture
14667418.55,4522212.43,-6366.79,fracture
14666628.47,4522198.33,-6371.6,fracture
14667382.91,4522233.46,-6374.1,fracture
14668062.96,4522227.03,-6397.09,fracture
14668152.67,4522228.09,-6365.32,fracture
14667209.22,4522215.49,-6363.04,fracture
14667708.49,4522238.73,-6373.84,fracture
14666940.13,4522229.14,-6360.43,fracture
14667223.41,4522222.32,-6359.74,fracture
14667809.38,4522259.87,-6375.9,fracture
14667006.05,4522247.79,-6370.96,fracture
14667153.03,4522247.94,-6360.37,fracture
14667145.37,4522255.65,-6367.01,fracture
14668439.99,4522271.89,-6388.93,fracture
14666469.74,4522270.74,-6406.08,fracture
14667570.35,4522286.63,-6370.51,fracture
14668043.48,4522288.16,-6378.99,fracture
14665649.68,4522283.12,-6374.71,fracture
14667721.92,4522301.49,-6386.37,fracture
14666844.41,4522287.87,-6378.31,fracture
14666142.2,4522319.71,-6412.2,fracture
14666839.28,4522321.58,-6356.11,fracture
14667249.73,4522318.16,-6382.63,fracture
14668098.58,4522349.11,-6398.32,fracture
14666554.35,4522344.35,-6392.71,fracture
14669951.28,4522353.05,-6358.48,fracture
14666398.41,4522353.61,-6412.94,fracture
14667712.4,4522376.23,-6387.14,fracture
14669789.09,4522375.43,-6385.43,fracture
14667794.62,4522390.58,-6376.8,fracture
14667902.5,4522397.21,-6378.2,fracture
14665507.42,4522402.56,-6385.5,fracture
14666909.35,4522414.57,-6360.53,fracture
14667106.08,4522405.13,-6372.75,fracture
14668463.09,4522439.73,-6388.55,fracture
14668055.38,4522463.02,-6389.24,fracture
14669730.84,4522461.3,-6374.22,fracture
14667945.5,4522478.17,-6377.9,fracture
14665041.21,4522477.71,-6361.35,fracture
14666127.9,4522473.82,-6397.66,fracture
14666528.18,4522474.03,-6407.43,fracture
14666791.43,4522489.89,-6376.28,fracture
14668159.57,4522503.71,-6388.62,fracture
14668264.38,4522506.94,-6365.97,fracture
14665595.32,4522518.46,-6377.01,fracture
14666292.77,4522521.7,-6390.02,fracture
14666311.76,4522523.74,-6396.11,fracture
14666632.67,4522520.97,-6387.64,fracture
14668132.29,4522533.35,-6379.42,fracture
14667846.69,4522563.04,-6393.34,fracture
14666472.3,4522571.12,-6386.16,fracture
14666541.71,4522569.23,-6404.35,fracture
14666917.3,4522584.21,-6370.03,fracture
14667561.72,4522597.89,-6373.04,fracture
14668295.47,4522591.23,-6384.15,fracture
14667263.67,4522587.09,-6390.93,fracture
14667349.16,4522586.36,-6365.01,fracture
14667950.87,4522617.61,-6371.52,fracture
14666946.09,4522614.61,-6368.85,fracture
14667538.22,4522625.63,-6362.86,fracture
14668343.68,4522626.39,-6392.95,fracture
14667384.7,4522637.18,-6358.87,fracture
14666497.65,4522685.4,-6397.05,fracture
14667178.7,4522681.88,-6365.16,fracture
14667189.95,4522674.02,-6374.46,fracture
14666760.26,4522721.91,-6403.7,fracture
14666479.57,4522729.02,-6378.61,fracture
14666875.12,4522733.03,-6400.83,fracture
14666280.78,4522744.47,-6388.26,fracture
14666461.47,4522740.22,-6410.63,fracture
14668011.76,4522755.75,-6386.2,fracture
14667193.1,4522764.33,-6380.25,fracture
14667320.53,4522766.84,-6389.7,fracture
14668836.25,4522797.07,-6377.68,fracture
14669138.02,4522794.78,-6398,fracture
14666413.87,4522790.73,-6392.12,fracture
14667724.86,4522807.87,-6367.26,fracture
14667849.36,4522803.4,-6386.76,fracture
14668126.24,4522806.97,-6397.72,fracture
14668852.01,4522815.33,-6378.63,fracture
14666432.48,4522815,-6388.29,fracture
14666865.3,4522812.61,-6387.01,fracture
14667403.74,4522807.55,-6386.83,fracture
14665378.58,4522837.6,-6374.99,fracture
14667181.1,4522833.26,-6386.08,fracture
14668200.18,4522845.71,-6363.33,fracture
14667658.08,4522862.04,-6357.29,fracture
14668030.83,4522851.15,-6382.66,fracture
14668635.38,4522854.56,-6358.42,fracture
14666420.03,4522848.87,-6397.06,fracture
14666997.77,4522846.58,-6372.83,fracture
14667827.37,4522869.73,-6373.31,fracture
14669793.24,4522857.84,-6375.07,fracture
14667340.54,4522859.41,-6378.19,fracture
14668552.13,4522871.79,-6359.39,fracture
14670148.71,4522883.02,-6396.5,fracture
14667149.33,4522885.22,-6371.91,fracture
14667647.37,4522911.95,-6391.28,fracture
14667891.18,4522910.97,-6373.69,fracture
14666830.98,4522903.4,-6369.98,fracture
14666864.24,4522897.18,-6362.95,fracture
14667937.28,4522915.01,-6385.82,fracture
14665457.92,4522908.45,-6374.3,fracture
14667770.69,4522962.63,-6369.76,fracture
14668714.79,4522953.27,-6375.37,fracture
14666479.74,4522948.46,-6388.55,fracture
14667462.74,4522944.35,-6381.97,fracture
14667375.31,4522954.34,-6355.45,fracture
14668718.96,4522989.25,-6389.48,fracture
14666451.31,4522986.97,-6362.91,fracture
14668141.96,4522995.64,-6367.49,fracture
14667074.4,4522998.75,-6378.7,fracture
14667653.59,4523014.73,-6376.75,fracture
14668244.23,4523016.49,-6381.21,fracture
14668846.56,4523011.59,-6369.89,fracture
14669300.97,4523027.38,-6365.34,fracture
14667412.33,4523016.41,-6372.09,fracture
14668642.86,4523032.56,-6377.51,fracture
14668048.24,4523044.42,-6391.5,fracture
14668142.37,4523056.63,-6387.37,fracture
14666986.22,4523056.03,-6369.74,fracture
14667307.03,4523053.81,-6356.74,fracture
14669425.99,4523086.34,-6364.67,fracture
14668392.21,4523092.82,-6369.02,fracture
14666583.2,4523089.43,-6365.58,fracture
14667334.89,4523089.27,-6376.57,fracture
14667496.85,4523091.99,-6362.61,fracture
14667849.15,4523143.08,-6386.87,fracture
14668167.01,4523136.88,-6378.34,fracture
14666471.04,4523131.41,-6349.31,fracture
14668382.24,4523147.33,-6378.89,fracture
14670481.35,4523137.99,-6380.47,fracture
14667002.98,4523140.05,-6355.79,fracture
14666770.58,4523149.56,-6363.42,fracture
14667400.63,4523159.07,-6386.3,fracture
14667945.33,4523199.42,-6377.53,fracture
14668587.69,4523194.23,-6375.84,fracture
14670098.54,4523196.39,-6400.7,fracture
14668005.18,4523204.12,-6379.85,fracture
14668971.19,4523207.06,-6373.36,fracture
14669828.72,4523204.08,-6393.55,fracture
14665534.2,4523214.78,-6386.56,fracture
14668377.87,4523271.66,-6363.44,fracture
14665678.51,4523265.76,-6377.11,fracture
14668808.59,4523279.97,-6367.27,fracture
14669095.98,4523277.55,-6370.68,fracture
14670221.44,4523279.64,-6377.09,fracture
14667346.67,4523286.24,-6363.68,fracture
14668167.18,4523339.76,-6376,fracture
14667830.27,4523353.15,-6355.08,fracture
14668643.35,4523344.73,-6380.12,fracture
14667355.77,4523346.27,-6380.65,fracture
14667610.12,4523343.08,-6368.6,fracture
14669543.92,4523387.34,-6365.33,fracture
14668864.06,4523395.34,-6362.97,fracture
14668105.15,4523412.79,-6368.21,fracture
14668782.05,4523402.06,-6386.22,fracture
14667495.25,4523397.62,-6349.49,fracture
14668055.09,4523430.89,-6358.28,fracture
14667206.63,4523422.81,-6387.59,fracture
14667341.89,4523415.23,-6358.91,fracture
14667648.76,4523420.87,-6370.72,fracture
14667663.67,4523421.81,-6377.95,fracture
14668568.29,4523445.09,-6371.08,fracture
14667166.53,4523436.06,-6385.93,fracture
14667927.37,4523470.43,-6354.67,fracture
14668056.18,4523483.82,-6364.77,fracture
14668828.46,4523482.89,-6392.51,fracture
14668323.08,4523500.98,-6360.4,fracture
14666379.7,4523502.49,-6362.7,fracture
14666972.07,4523499.3,-6353.84,fracture
14669796.83,4523513.6,-6392.48,fracture
14670625.59,4523511.82,-6367.86,fracture
14668665.8,4523530.19,-6379.61,fracture
14667205.15,4523516.11,-6386.47,fracture
14667221.16,4523521.03,-6364.51,fracture
14668035.71,4523545.84,-6366.69,fracture
14668103.09,4523538.41,-6382.9,fracture
14667686.51,4523526.14,-6373.94,fracture
14669270.59,4523547.53,-6376.21,fracture
14667303.4,4523536.29,-6361.54,fracture
14667099.96,4523553.86,-6363.32,fracture
14667743.03,4523537.49,-6371.04,fracture
14666591.11,4523564.55,-6342.13,fracture
14667819.73,4523560.41,-6379.63,fracture
14668403.87,4523589.03,-6368.41,fracture
14670009.11,4523602.85,-6395.95,fracture
14666977.21,4523600.65,-6377.5,fracture
14668022.86,4523629.32,-6366.93,fracture
14668114.09,4523632.3,-6370.69,fracture
14668816.3,4523629.25,-6375.61,fracture
14667415.81,4523616.29,-6350.13,fracture
14666368.22,4523664.06,-6354.79,fracture
14667482.49,4523679.32,-6385.92,fracture
14668274.36,4523699.12,-6362.06,fracture
14668983.78,4523697.23,-6392.3,fracture
14667721.87,4523684.5,-6368.11,fracture
14667703.14,4523691.37,-6370.34,fracture
14667890.98,4523692.75,-6378.75,fracture
14668138.02,4523724.3,-6369.53,fracture
14669099.12,4523714.3,-6385.11,fracture
14667286.61,4523712.75,-6372.14,fracture
14670516,4523720.12,-6399.57,fracture
14666663.65,4523729.16,-6349.28,fracture
14667885.57,4523736.64,-6359.61,fracture
14668427.3,4523755.5,-6390.85,fracture
14668761.28,4523756.15,-6376.43,fracture
14668111.85,4523767.28,-6372.24,fracture
14668732.77,4523767.49,-6359.7,fracture
14667509.87,4523753.49,-6370.16,fracture
14668712.48,4523775.78,-6380.43,fracture
14668129.27,4523791.24,-6380.81,fracture
14667565.2,4523777.26,-6375.68,fracture
14667707.88,4523771.26,-6381.87,fracture
14666810.75,4523794.93,-6377.33,fracture
14667926.35,4523780.16,-6350.32,fracture
14668452.69,4523827.04,-6379.13,fracture
14666551.53,4523843.05,-6351.3,fracture
14666867.73,4523858.19,-6353.83,fracture
14667215.23,4523860.99,-6370.65,fracture
14665915.69,4523874.38,-6378.88,fracture
14667622.55,4523896.14,-6365.74,fracture
14668640.58,4523912.24,-6378.48,fracture
14666788.81,4523920.32,-6353.21,fracture
14667941.85,4523908.69,-6369.03,fracture
14668543.58,4523933.28,-6380.12,fracture
14669639.02,4523937.39,-6396.96,fracture
14668184.53,4523947.75,-6376,fracture
14669101.15,4523967.05,-6369.06,fracture
14668770.21,4523976.37,-6373.92,fracture
14667256.82,4523967.11,-6379.98,fracture
14668768.22,4523990.97,-6362.87,fracture
14668289.19,4524005.44,-6386.35,fracture
14668522.37,4523991.87,-6356.14,fracture
14669226.12,4523997.42,-6374.59,fracture
14667080.1,4524008.76,-6358.04,fracture
14667336.8,4524034.1,-6355.14,fracture
14668507.54,4524054.02,-6386.38,fracture
14667571.01,4524061.62,-6385.31,fracture
14668806.98,4524097.96,-6383.78,fracture
14667185.04,4524090.1,-6388.89,fracture
14669060.09,4524106.89,-6361.86,fracture
14668342.57,4524145.54,-6382.77,fracture
14668817.2,4524150.92,-6362.08,fracture
14668872.39,4524143.65,-6358.18,fracture
14668894,4524143.13,-6379.2,fracture
14667796.48,4524134.85,-6354.9,fracture
14668393.66,4524174.62,-6383.53,fracture
14668837.03,4524169.18,-6382.11,fracture
14669236.74,4524166.51,-6379.88,fracture
14667763.2,4524167.84,-6364.82,fracture
14667200.22,4524184.08,-6364.06,fracture
14668337.19,4524198.04,-6394.36,fracture
14667151.15,4524187.21,-6386,fracture
14667325.05,4524188.88,-6365.08,fracture
14665712.15,4524215.7,-6363.26,fracture
14668406.42,4524233.76,-6375.89,fracture
14666324.42,4524222.35,-6391.09,fracture
14667828.08,4524215.41,-6354.28,fracture
14668875.29,4524247.24,-6382.71,fracture
14667711.5,4524235.21,-6378.09,fracture
14668523.75,4524260.19,-6372.2,fracture
14668667.33,4524258.22,-6361.18,fracture
14669281.23,4524252.74,-6369.39,fracture
14667464.06,4524253.11,-6351.67,fracture
14667554.19,4524258.5,-6370.39,fracture
14668067.19,4524255.8,-6384.6,fracture
14668133.64,4524253.86,-6365.21,fracture
14668007.4,4524266.5,-6362.51,fracture
14668807.11,4524282.75,-6359.56,fracture
14668886.65,4524299.57,-6366.38,fracture
14669001.8,4524315.12,-6378.25,fracture
14668421.78,4524329.27,-6387.08,fracture
14667672.27,4524339.86,-6369.41,fracture
14667514.07,4524359.32,-6374.91,fracture
14668592.05,4524379.44,-6370.95,fracture
14667971.8,4524378.32,-6392.71,fracture
14668092.24,4524369.01,-6369.57,fracture
14666739.73,4524395.9,-6376,fracture
14668172.67,4524379.1,-6379.44,fracture
14667066.23,4524402.31,-6376.02,fracture
14668927.54,4524395.83,-6375.61,fracture
14667197.53,4524414.72,-6391.39,fracture
14667636.06,4524416.34,-6361.57,fracture
14668196.75,4524416.99,-6388.14,fracture
14668212.19,4524410.14,-6382.95,fracture
14668077.46,4524421.65,-6374.52,fracture
14668652.36,4524450.69,-6363.42,fracture
14668800.94,4524432.02,-6373.54,fracture
14667469.03,4524445.46,-6381.93,fracture
14667892.38,4524460.4,-6378.19,fracture
14668062.86,4524449.83,-6394.71,fracture
14667532.79,4524469.22,-6351.53,fracture
14668056.33,4524467.5,-6384.85,fracture
14667937.97,4524491.01,-6357.37,fracture
14666990.9,4524497.93,-6362.03,fracture
14667997.37,4524518.18,-6369.35,fracture
14668511.6,4524530.61,-6385.26,fracture
14667164.95,4524563.45,-6386.06,fracture
14668250.95,4524556.9,-6382.41,fracture
14668153.34,4524580.45,-6371.15,fracture
14666967.96,4524601,-6392.2,fracture
14667379.44,4524601,-6355.95,fracture
14667906.7,4524615.31,-6371.76,fracture
14667909.29,4524618.7,-6378.92,fracture
14667966.96,4524669.8,-6376.55,fracture
14666270.88,4524725.49,-6372.87,fracture
14667059.29,4524773.97,-6360.95,fracture
14666620.16,4524832.22,-6392.58,fracture
14665985.01,4524845.05,-6356.87,fracture
